,0,1,2,3,4
0,2c9180975a056a64015a1e10d3f270fe,0.8920886445523052,0.00020240362453642773,0.07142915249034804,0.03627979933281034
1,2c9180975a056a64015a1de4deb16bdc,0.9978698984349792,0.0007309510361640427,0.0001208300148651444,0.0012783205139916968
2,2c9180975a056a64015a1e0e70ea70ce,0.857165260464799,0.00031292073316536295,0.04791728024155423,0.09460453856048152
3,2c9180975a056a64015a1dfed0c46ec6,0.8549700434203759,0.0003265736697677327,0.0577320162063748,0.08697136670348164
4,2c9180975a056a64015a1dfed0c46ec7,0.9972448899395925,0.0010922299229979622,0.0002215875936289239,0.001441292543780573
5,2c9180975a056a64015a1e44ba4377f8,0.2793729691957019,0.0017825886636081206,0.6425926612641579,0.076251780876532
6,2c9180975a056a64015a1e010c8f6ee1,0.9972606009254615,0.0009532629812940358,0.00014697949622902428,0.001639156597015329
7,2c9180975a056a64015a1e1db63072aa,0.8921580387418042,0.00019625358709918727,0.07409072038786464,0.033554987283231995
8,2c9180975a056a64015a1e1db63072a8,0.15914692827898014,0.009527385560062964,0.8142167914612681,0.01710889469968866
9,2c9180975a056a64015a1e2354f5733c,0.07969380226618354,0.014975235136355645,0.8852669020206936,0.020064060576767136
10,2c9180975a056a64015a1e07928f6ff8,0.9977590381911601,0.0007213099808621404,0.00010418367474003721,0.0014154681532377188
11,2c9180975a056a64015a1e20a607730a,0.9971885114185942,0.0010354697811076913,0.00017679774434106363,0.0015992210559569833
12,2c9180975a056a64015a1e3322e37587,0.08145612720712547,0.048526583459660176,0.8655601437592643,0.004457145573950055
13,2c9180975a056a64015a1e050c296fcd,0.8303722036320641,0.00039315254021720573,0.05998963543570665,0.10924500839201211
14,2c9180975a056a64015a1e050c296fcf,0.8821156547242486,0.00024871391897559426,0.062466851968194737,0.05516877938858117
15,2c9180975a056a64015a1e04ad9f6f84,0.12731192971035124,0.009027032587432489,0.8534390794923064,0.010221958209909999
16,2c9180975a056a64015a1de7a19c6c2b,0.8823233655459575,0.00022927378385680151,0.07600557004229724,0.04144179062788838
17,2c9180975a056a64015a1e1180a37123,0.11005059749436669,0.012373691268155736,0.8580987260838892,0.019476985153588457
18,2c9180975a056a64015a1e1d735c729b,0.9972076001768513,0.0012717152469203178,0.0003991311382131403,0.0011215534380152904
19,2c9180975a056a64015a1e1d735c729c,0.10118587112099783,0.011772227384832593,0.8723556543181755,0.0146862471759941
20,2c9180975a056a64015a1e41bbc27765,0.925117222739891,0.0001364497749837601,0.04498415874831277,0.029762168736812276
21,2c9180975a056a64015a1e41bbc2775e,0.8686173710233978,0.00028672195172624337,0.06709088988369304,0.06400501714118288
22,2c9180975a056a64015a1ddc1a306b28,0.12512752112823347,0.010949174480245608,0.8469058689049649,0.017017435486556088
23,2c9180975a056a64015a1de453e96baf,0.9976408491029182,0.0009109089865629768,0.000185065171346436,0.0012631767391723665
24,2c9180975a056a64015a1e264d5f73c0,0.8421815860877858,0.0003583852260765454,0.05571620667666614,0.10174382200947164
25,2c9180975a056a64015a1e23443e7337,0.9971831945310715,0.0009673586184021604,0.00014398981132728372,0.001705457039198957
26,2c9180975a056a64015a1dce7ac869b5,0.1192181118550572,0.011958468225349354,0.8487488089411366,0.020074610978456905
27,2c9180975a056a64015a1e35cd3175a7,0.14270866238548874,0.010029443238144923,0.830726111983014,0.01653578239335232
28,2c9180975a056a64015a1de210cb6b96,0.8691139199090439,0.0002818809424840116,0.04547378770483196,0.08513041144364016
29,2c9180975a056a64015a1de210cb6b95,0.09067182600532987,0.0649056883930586,0.8328987481521078,0.011523737449503598
30,2c9180975a056a64015a1e041ed06f68,0.12264970833157993,0.010568741016665334,0.8518375484529914,0.014944002198763283
31,2c9180975a056a64015a1e075da56ff2,0.9974511727435422,0.0009519609538040528,0.00017400826504813442,0.001422858037605541
32,2c9180975a056a64015a1dedca666cb1,0.1204731891091114,0.01217701860125549,0.8459238285362451,0.021425963753388077
33,2c9180975a056a64015a1e304546752a,0.8369040827390839,0.0003794381659188884,0.06573058772649261,0.0969858913685047
34,2c9180975a056a64015a1dedca666cb2,0.9972561644102229,0.0009318895754939988,0.0001372598486243368,0.0016746861656587078
35,2c9180975a056a64015a1dee86696cd8,0.703822831746924,0.0005690680160398723,0.23999589422383835,0.05561220601319773
36,2c9180975a056a64015a1e01db306f4a,0.100081059326337,0.041981834653618516,0.8539954958907792,0.003941610129265399
37,2c9180975a056a64015a1dd566ae6a82,0.8817954434305451,0.00025151210612506307,0.04538092020696949,0.07257212425636034
38,2c9180975a056a64015a1dee5d166cd0,0.9976461037528846,0.000890490850651242,0.00017282863972283127,0.0012905767567413515
39,2c9180975a056a64015a1dd566ae6a83,0.13728456595951724,0.010581996925380657,0.8341888859989315,0.017944551116170562
40,2c9180975a056a64015a1dfb2f626e41,0.9975969102082491,0.0007908585385818545,0.0001156970620935212,0.001496534191075469
41,2c91809a59f17e5d015a21a5627830e0,0.11830057945257784,0.010949241694568082,0.8552107042347092,0.015539474618144825
42,2c91809a59f17e5d015a21a7f5093117,0.8728477183786467,0.0002663701976390612,0.07379723488251906,0.053088676541195125
43,2c91809a59f17e5d015a21a7f5093121,0.14298631905964992,0.029364067043901772,0.8251505864378279,0.0024990274586204073
44,2c9180975a056a64015a1e4c3a11791f,0.9976826006195662,0.0007638913115572663,0.0001136093167943374,0.0014398987520822155
45,2c9180975a056a64015a1e4c3a117920,0.15040019025108872,0.025902789967407712,0.8217641644549604,0.001932855326543153
46,2c9180975a056a64015a1e1433667153,0.10936332187752698,0.05561610016444839,0.8256257875792822,0.00939479037874238
47,2c9180975a056a64015a1ddb8a456b05,0.9969579290786391,0.0012153311651145705,0.00024109287704183314,0.00158564687920448
48,2c9180975a056a64015a1df0d6066cf4,0.1339136689265686,0.01038571519814029,0.8392782694374207,0.016422346437870407
49,2c9180975a056a64015a1e074c876fef,0.9969762967691718,0.0010606391271194976,0.00015990649604374045,0.0018031576076651022
50,2c9180975a056a64015a1dc26fe66863,0.1299172622323817,0.030891927488311276,0.8367186882928888,0.0024721219864183093
51,2c9180975a056a64015a1e074c876fed,0.9971480541228827,0.0009431482609551682,0.0001305380999000791,0.0017782595162622074
52,2c9180975a056a64015a1e5b850e7ae3,0.9975432434772311,0.0008787301652525617,0.00014901678162375695,0.001429009575892502
53,2c9180975a056a64015a1e5b850e7ae1,0.9976583048727158,0.0007618633833278906,0.00011029038931261602,0.001469541354643801
54,2c91809e5aba7d25015acd6875ca209b,0.8635964119036561,0.0003035736905317292,0.062026372395698845,0.07407364201011336
55,2c91809e5aba7d25015acd44a99d1e9f,0.9975647707053953,0.0008613219380481425,0.00014335159041347826,0.0014305557661429714
56,2c9180a35b853b13015b8b8c25f75369,0.2085055041713092,0.006460110737676637,0.7750756307955345,0.00995875429547969
57,2c9180935b853a2d015b8b9b42525153,0.09582251311108102,0.011804145519491889,0.8789282175683915,0.0134451238010356
58,2c91808e5aba7da4015acd3f993557d4,0.09582251311108102,0.011804145519491889,0.8789282175683915,0.0134451238010356
59,2c91808e5aba7da4015acd3f655a57be,0.9978503366441156,0.0007981817232996593,0.00015421275117426405,0.001197268881410485
60,2c9180ad5b853aa1015b8b82f7725436,0.998088368754359,0.0006586771454943054,0.00011440356172649007,0.0011385505384201417
61,2c9180975a056a64015a1e5865077a5e,0.1890709041420379,0.008589420633282007,0.7852449869367466,0.017094688287933542
62,2c9180975a056a64015a1e44cfea77fd,0.870519795670773,0.0002372576985740997,0.09250035092557071,0.03674259570508222
63,2c9180975a056a64015a1e5ed1d57b22,0.9976461037528846,0.000890490850651242,0.00017282863972283127,0.0012905767567413515
64,2c9180975a056a64015a1e5ed1d57b21,0.13489832844344687,0.010019531582321663,0.8399983221744567,0.015083817799774808
65,2c91809a59f17e5d015a219e78d93061,0.9974936503522466,0.000854474457739395,0.0001311509116663758,0.0015207242783476516
66,2c91809a59f17e5d015a219e78d93060,0.0853776086391257,0.013764243694258904,0.8833953796224487,0.017462768044166688
67,2c91809a59f17e5d015a21bde7a934f0,0.08217451458795332,0.013143502821153693,0.8905381244072157,0.014143858183677409
68,2c91809a59f17e5d015a21bde7a934ef,0.15440549809339443,0.00883668459575228,0.823323430593789,0.013434386717064241
69,2c91809a59f17e5d015a21bde7a934f4,0.9951056170467524,0.0021441188933939625,0.00044347597009122445,0.0023067880897624416
70,2c9180975a056a64015a1e6ed9d67c45,0.9983292240392312,0.000571776788072964,0.00010325637876974619,0.0009957427939261286
71,2c9180975a056a64015a1e4849057896,0.13074184640550507,0.04224446488792235,0.8213093198837419,0.005704368822830723
72,2c9180975a056a64015a1e4849057895,0.9984020463482625,0.0005413332815718105,9.7538595585805e-05,0.0009590817745799519
73,2c91809a59f17e5d015a21a830a03132,0.08535850412352564,0.012693848003484701,0.8883398507734147,0.013607797099574796
74,2c9180975a056a64015a1e6ed9d67c4d,0.9976910307890532,0.0007993136329977674,0.00013026494645979517,0.0013793906314892824
75,2c91809659f86230015a08b10bc66c48,0.9973601274081673,0.0009634776197170517,0.0001654899075142008,0.0015109050646016189
76,2c91809659f86230015a0a1559e12a1e,0.9957856331232736,0.001738168582148585,0.0003258102816036763,0.002150388012974186
77,2c91809659f86230015a0811d9775e26,0.8604789830184789,0.00030898714358563117,0.07153541655041423,0.06767661328752118
